budget,layout_type,mean,std,count
0.1,swap_from_scenario_cvar,3.372468766283974,0.042099180577673055,5
0.1,multistart_swap_by_validation,3.377142014929209,0.10132829505563254,5
0.1,rcss_selected,3.377142014929209,0.10132829505563254,5
0.1,swap_from_best_random_trace,3.3988487093876443,0.10563336725105087,5
0.1,swap_from_greedy_a_trace,3.4128261396676423,0.13151193879858028,5
0.1,greedy_a_trace,3.440722452221962,0.10564351454439751,5
0.1,swap_from_scenario_average,3.4426605274236763,0.08937810984672469,5
0.1,scenario_cvar_a_trace,3.4591417169288285,0.08502168790109677,5
0.1,robust_coverage_cvar,3.460024005858312,0.09935195899653312,5
0.1,best_random_by_trace,3.463084269567202,0.07673125842186632,5
0.1,top_variance,3.4930431426304183,0.09795338624444336,5
0.1,best_random_by_validation,3.497601131554476,0.12510950128546963,5
0.1,scenario_average_a_trace,3.5121776233903823,0.11230937844057193,5
0.1,random,3.6039402904917996,0.11842011092527469,1000
0.1,coverage,3.7152432746769306,0.12835377920755983,5
0.1,degree,3.9593342659685584,0.16023747485109607,5
0.1,greedy_d_logdet,4.340138837073144,0.3480302245691651,5
0.2,multistart_swap_by_validation,3.223116863211863,0.07443366590588542,5
0.2,rcss_selected,3.227016426765103,0.07649487987933348,5
0.2,top_variance,3.229828036408189,0.1411648119886598,5
0.2,best_random_by_validation,3.230317534503544,0.09415887651582756,5
0.2,greedy_a_trace,3.2373081323045283,0.07835810185297237,5
0.2,swap_from_best_random_trace,3.2416412103298042,0.09999443245103444,5
0.2,swap_from_greedy_a_trace,3.245649689067247,0.08493473772978767,5
0.2,robust_coverage_cvar,3.251667656107192,0.0900749643593843,5
0.2,swap_from_scenario_cvar,3.25680463586813,0.08193655342381043,5
0.2,scenario_cvar_a_trace,3.257865014991772,0.08308713225651451,5
0.2,swap_from_scenario_average,3.277386590978808,0.07424188915856604,5
0.2,scenario_average_a_trace,3.2987771759113445,0.1268705729403939,5
0.2,random,3.382680404293511,0.11014479432512657,1000
0.2,coverage,3.4328008629149336,0.11214216725283527,5
0.2,best_random_by_trace,3.441952193337346,0.12840851408318066,5
0.2,degree,3.8689930414913243,0.16935987533113325,5
0.2,greedy_d_logdet,4.039083981378461,0.28430360371679214,5
0.3,best_random_by_validation,3.0355709184540833,0.04787885208330622,5
0.3,rcss_selected,3.0466148405683144,0.05913420908623871,5
0.3,top_variance,3.0534339603924647,0.12516353588466564,5
0.3,multistart_swap_by_validation,3.061071241110497,0.06141535939036467,5
0.3,scenario_cvar_a_trace,3.097042958102416,0.07518027507814916,5
0.3,robust_coverage_cvar,3.1120305880001013,0.09295139306860938,5
0.3,swap_from_scenario_cvar,3.11745062358773,0.10821487341020768,5
0.3,swap_from_best_random_trace,3.1277906548550756,0.10191591425228962,5
0.3,greedy_a_trace,3.1314805656428475,0.07999434181473089,5
0.3,swap_from_scenario_average,3.138910055133441,0.10643560346323934,5
0.3,scenario_average_a_trace,3.154179448968575,0.06668861999114181,5
0.3,swap_from_greedy_a_trace,3.161523169357202,0.10518416866819802,5
0.3,coverage,3.2105938807473953,0.05728954946492423,5
0.3,random,3.2419322159069,0.1120906280144447,1000
0.3,best_random_by_trace,3.3334942510938617,0.08728958468805552,5
0.3,greedy_d_logdet,3.637189664760522,0.15543479028105694,5
0.3,degree,3.7426017758695016,0.16695510748764472,5
