budget,layout_type,mean,std,count
0.1,swap_from_best_random_trace,3.4571368368889646,0.1956113073086846,5
0.1,multistart_swap_by_validation,3.4614175180268867,0.21363526264444951,5
0.1,swap_from_greedy_a_trace,3.478959898930919,0.22572787915496828,5
0.1,swap_from_scenario_average,3.4851987673229905,0.22068784910519829,5
0.1,rcss_selected,3.4965795687695107,0.2368253744047127,5
0.1,swap_from_scenario_cvar,3.5018605346904126,0.2047727889842147,5
0.1,scenario_cvar_a_trace,3.5030107487386117,0.20438504039219957,5
0.1,greedy_a_trace,3.5401622884781574,0.2565606405208278,5
0.1,robust_coverage_cvar,3.5483304775999485,0.21179731359710907,5
0.1,best_random_by_validation,3.5677368077886498,0.1633240700028524,5
0.1,top_variance,3.577950606429866,0.24203330707349366,5
0.1,best_random_by_trace,3.5788885442849443,0.16256478898079574,5
0.1,scenario_average_a_trace,3.5809439077726113,0.22932043945524283,5
0.1,random,3.7067167745517016,0.21099714476445197,1000
0.1,coverage,3.808209303093509,0.26481584376947015,5
0.1,degree,3.9929881361235102,0.23442140925858224,5
0.1,greedy_d_logdet,4.302956879673058,0.5080036697366583,5
0.2,rcss_selected,3.245925522820856,0.1548130488288879,5
0.2,multistart_swap_by_validation,3.298850562444921,0.18409133227552466,5
0.2,best_random_by_validation,3.310543536607864,0.1853262147891007,5
0.2,top_variance,3.3188235036257216,0.2712502615548166,5
0.2,swap_from_greedy_a_trace,3.3286376677669467,0.1866024381537906,5
0.2,swap_from_scenario_average,3.346354337348464,0.22877252917176896,5
0.2,swap_from_scenario_cvar,3.354106060509763,0.22143921279789722,5
0.2,greedy_a_trace,3.3578777519345318,0.20650707461695705,5
0.2,robust_coverage_cvar,3.3628097443780463,0.2109805258560236,5
0.2,swap_from_best_random_trace,3.3666932690798155,0.2137154636952569,5
0.2,scenario_average_a_trace,3.382346918011158,0.20425989091762242,5
0.2,scenario_cvar_a_trace,3.3845661986608766,0.22722323775291964,5
0.2,best_random_by_trace,3.455330397242176,0.20905587561730404,5
0.2,random,3.461664459394446,0.19229909961010586,1000
0.2,coverage,3.528291457825626,0.2563922672231813,5
0.2,degree,3.9454541034888067,0.25576654292184864,5
0.2,greedy_d_logdet,4.000077604356303,0.33502365611320895,5
0.3,rcss_selected,3.040244195022612,0.18088304447349787,5
0.3,best_random_by_validation,3.091899789239813,0.15802833165898691,5
0.3,top_variance,3.0982130336336904,0.20643681194400568,5
0.3,multistart_swap_by_validation,3.1187443194767335,0.1874761036362141,5
0.3,swap_from_best_random_trace,3.20882252707881,0.16365149877967702,5
0.3,robust_coverage_cvar,3.2109664533414204,0.22108446623492586,5
0.3,scenario_average_a_trace,3.2247801857422984,0.180439493867633,5
0.3,swap_from_scenario_average,3.2469556025216475,0.19225763354577488,5
0.3,scenario_cvar_a_trace,3.254805490519581,0.2066962445808786,5
0.3,greedy_a_trace,3.2600173511758683,0.19820835003405385,5
0.3,swap_from_scenario_cvar,3.26609113951267,0.20767167033379935,5
0.3,swap_from_greedy_a_trace,3.272409594722133,0.18874473982623044,5
0.3,coverage,3.2780062510258987,0.19325172701763854,5
0.3,best_random_by_trace,3.295348429890614,0.19736123309096756,5
0.3,random,3.3147114718807407,0.19093752206833503,1000
0.3,greedy_d_logdet,3.720418231397864,0.2735475577367432,5
0.3,degree,3.8066970686105477,0.2561692050506339,5
