budget,layout_type,mean,std,count
0.1,greedy_a_trace,3.6377387824729936,0.22026450297515276,5
0.1,rcss_selected,3.6446313859241783,0.2261999151141781,5
0.1,validation_swap_selected,3.6557318089815936,0.2116620231687519,5
0.1,best_random_by_validation,3.7436805568716602,0.16541965854239035,5
0.1,scenario_cvar_a_trace,3.823978863000337,0.21927545622403324,5
0.1,top_variance,3.8601942339522863,0.2772671498054416,5
0.2,rcss_selected,3.254124483845536,0.1800319494959459,5
0.2,validation_swap_selected,3.2547299447453164,0.18251570529814357,5
0.2,greedy_a_trace,3.2642024208069835,0.1845715451538788,5
0.2,best_random_by_validation,3.4652600304858057,0.15579073587527786,5
0.2,scenario_cvar_a_trace,3.502702650516573,0.21679074470730778,5
0.2,top_variance,3.58593069963323,0.2205286602877154,5
0.3,validation_swap_selected,2.9951222367300137,0.16195357594813478,5
0.3,rcss_selected,3.006399583849232,0.16630262497373016,5
0.3,greedy_a_trace,3.0144875046194293,0.16542797431532025,5
0.3,best_random_by_validation,3.2482533520681143,0.1330576115247375,5
0.3,top_variance,3.3266297594230294,0.1602177128609898,5
0.3,scenario_cvar_a_trace,3.3497024872339063,0.17994364304471003,5
