budget,layout_type,mean,std,count
0.1,swap_from_greedy_a_trace,3.619094840062618,0.2068384501338816,5
0.1,greedy_a_trace,3.6377387824729936,0.22026450297515276,5
0.1,rcss_selected,3.6446313859241783,0.2261999151141781,5
0.1,validation_swap_selected,3.6557318089815936,0.2116620231687519,5
0.1,multistart_swap_by_validation,3.6638931109414763,0.20932616340512503,5
0.1,swap_from_best_random_trace,3.6889511474682792,0.2079481743771913,5
0.1,swap_from_scenario_cvar,3.692000444078866,0.2164926568322107,5
0.1,swap_from_scenario_average,3.7290110771322014,0.24072864260854318,5
0.1,best_random_by_validation,3.7436805568716602,0.16541965854239035,5
0.1,best_random_by_trace,3.7834704708794673,0.1849063224733677,5
0.1,robust_coverage_cvar,3.7872705621108382,0.2320123549463901,5
0.1,scenario_cvar_a_trace,3.823978863000337,0.21927545622403324,5
0.1,random,3.8265821420573753,0.20781655945633387,500
0.1,coverage,3.839264273968913,0.22947869972936463,5
0.1,top_variance,3.8601942339522863,0.2772671498054416,5
0.1,scenario_average_a_trace,3.8859371452025355,0.26160304975929655,5
0.1,greedy_d_logdet,4.333898814947956,0.25793897563071383,5
0.1,degree,4.336862360080356,0.3087320703272471,5
0.2,swap_from_greedy_a_trace,3.2531908929110216,0.17598651301434887,5
0.2,rcss_selected,3.254124483845536,0.1800319494959459,5
0.2,validation_swap_selected,3.2547299447453164,0.18251570529814357,5
0.2,greedy_a_trace,3.2642024208069835,0.1845715451538788,5
0.2,multistart_swap_by_validation,3.3435015460857302,0.17586328352883038,5
0.2,swap_from_scenario_cvar,3.391739685122429,0.20499562022864534,5
0.2,swap_from_scenario_average,3.4025652279979064,0.1995981322713849,5
0.2,swap_from_best_random_trace,3.4140272626235983,0.17002106588562055,5
0.2,robust_coverage_cvar,3.4617463169390192,0.19968667157708547,5
0.2,best_random_by_validation,3.4652600304858057,0.15579073587527786,5
0.2,scenario_cvar_a_trace,3.502702650516573,0.21679074470730778,5
0.2,best_random_by_trace,3.508288576606766,0.19151808049831073,5
0.2,coverage,3.529205905209212,0.1998171815000499,5
0.2,scenario_average_a_trace,3.529479276832185,0.20017055010315918,5
0.2,random,3.531679704432906,0.17811357666106767,500
0.2,top_variance,3.58593069963323,0.2205286602877154,5
0.2,greedy_d_logdet,3.7594414395650473,0.21372912741666059,5
0.2,degree,4.197434272494268,0.2643727415516404,5
0.3,validation_swap_selected,2.9951222367300137,0.16195357594813478,5
0.3,swap_from_greedy_a_trace,3.003493479261009,0.16243680370021665,5
0.3,rcss_selected,3.006399583849232,0.16630262497373016,5
0.3,greedy_a_trace,3.0144875046194293,0.16542797431532025,5
0.3,multistart_swap_by_validation,3.134239289541663,0.13855140089478676,5
0.3,swap_from_scenario_average,3.179775310057969,0.1701550291508185,5
0.3,swap_from_best_random_trace,3.2018127946863393,0.14426064312865342,5
0.3,swap_from_scenario_cvar,3.2157643553383886,0.1720499381423189,5
0.3,best_random_by_validation,3.2482533520681143,0.1330576115247375,5
0.3,robust_coverage_cvar,3.2785104146844146,0.16382522756396334,5
0.3,best_random_by_trace,3.3182728468402507,0.14317605094087207,5
0.3,top_variance,3.3266297594230294,0.1602177128609898,5
0.3,random,3.3309179444742814,0.15582136206415384,500
0.3,scenario_average_a_trace,3.3311067834531114,0.18349015138238192,5
0.3,greedy_d_logdet,3.3438683975449073,0.19384420163439864,5
0.3,scenario_cvar_a_trace,3.3497024872339063,0.17994364304471003,5
0.3,coverage,3.3869410888701204,0.17603883999181696,5
0.3,degree,4.057302182006202,0.2348809103235012,5
