budget,layout_type,mean,std,count
0.1,rcss_selected,3.602807376953436,0.2934766050825768,10
0.1,validation_swap_selected,3.605467497085809,0.2871487425953493,10
0.1,greedy_a_trace,3.685978673106514,0.34343592693915614,10
0.1,scenario_cvar_a_trace,3.6874145904740594,0.37705076470200605,10
0.1,best_random_by_validation,3.691262365612154,0.30507447653525865,10
0.1,top_variance,3.7304124113097687,0.3412403302997044,10
0.2,validation_swap_selected,3.3095081374608504,0.2860470806865293,10
0.2,rcss_selected,3.3761681168549544,0.2664828756385941,10
0.2,best_random_by_validation,3.3968774429759114,0.2886601632196364,10
0.2,top_variance,3.4276103978314554,0.33837187463494245,10
0.2,greedy_a_trace,3.4653892437254576,0.3239980437837869,10
0.2,scenario_cvar_a_trace,3.4680406029316018,0.29691271077814707,10
0.3,validation_swap_selected,3.066529724686683,0.24974140581624385,10
0.3,rcss_selected,3.1330370870346718,0.24606773757604736,10
0.3,best_random_by_validation,3.1832066259794654,0.2731449788982197,10
0.3,top_variance,3.2003911838311803,0.29169849703259415,10
0.3,scenario_cvar_a_trace,3.3260253647202838,0.29166913984612397,10
0.3,greedy_a_trace,3.350642754224144,0.30942821774033374,10
