method,mae,rmse,mape,dataset,budget,sensor_count,hidden_count,layout_type,layout_id,split_seed,layout_seed,validation_selected_mae,robustness_family,robustness_condition,failure_rate,noise_scale,missing_rate,missing_block_steps,split_mode,cost_proxy,cost_budget,layout_sensor_cost,cost_feasible,selected_sensor_count,active_sensor_count,dropped_sensor_count,posterior_trace,condition_number,information_logdet,candidate_count
historical_tod_mean,0.9852472527472538,1.9039014852099383,0.0143274729090371,PeMS7_228,0.2,46,182,swap_from_greedy_a_trace,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,100
neighbor_average,2.644871794871793,3.241993048345249,0.0392266116241653,PeMS7_228,0.2,46,182,swap_from_greedy_a_trace,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,100
gsp,1.175502107644418,1.874394348885999,0.0172855373818835,PeMS7_228,0.2,46,182,swap_from_greedy_a_trace,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.41681674746461,97.38180272377647,662.9919510102702,100
gls_map,1.1112130376856912,1.8509837725576368,0.0163374793741593,PeMS7_228,0.2,46,182,swap_from_greedy_a_trace,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,249.30639316256529,854.5465569043888,143.81740738827284,100
historical_tod_mean,1.080109890109891,1.999119260057804,0.0157446571158378,PeMS7_228,0.2,46,182,swap_from_scenario_average,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,100
neighbor_average,2.722893772893772,3.280490485677076,0.0402147113332361,PeMS7_228,0.2,46,182,swap_from_scenario_average,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,100
gsp,1.225796728897468,1.976849880213477,0.0180258614532643,PeMS7_228,0.2,46,182,swap_from_scenario_average,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.41676046911232,97.2464195549594,662.9959466339219,100
gls_map,1.2416499555128293,1.9569739213785924,0.0182880839054954,PeMS7_228,0.2,46,182,swap_from_scenario_average,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,252.41486419917695,905.6860558428216,143.66705452830084,100
historical_tod_mean,1.080109890109891,1.999119260057804,0.0157446571158378,PeMS7_228,0.2,46,182,swap_from_scenario_cvar,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,100
neighbor_average,2.722893772893772,3.280490485677076,0.0402147113332361,PeMS7_228,0.2,46,182,swap_from_scenario_cvar,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,100
gsp,1.225796728897468,1.976849880213477,0.0180258614532643,PeMS7_228,0.2,46,182,swap_from_scenario_cvar,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.41676046911232,97.2464195549594,662.9959466339219,100
gls_map,1.2416499555128293,1.9569739213785924,0.0182880839054954,PeMS7_228,0.2,46,182,swap_from_scenario_cvar,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,252.41486419917695,905.6860558428216,143.66705452830084,100
historical_tod_mean,1.0421703296703304,1.95257724516897,0.0151449103473298,PeMS7_228,0.2,46,182,swap_from_best_random_trace,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,100
neighbor_average,2.544871794871794,3.162859674200123,0.0374321790333754,PeMS7_228,0.2,46,182,swap_from_best_random_trace,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,100
gsp,1.1311695636144463,1.9087537894689572,0.0165771932600411,PeMS7_228,0.2,46,182,swap_from_best_random_trace,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.41658462911975,97.39083055551104,662.9956973614793,100
gls_map,1.1030993930410014,1.898860687870748,0.0161535517223848,PeMS7_228,0.2,46,182,swap_from_best_random_trace,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,252.6225684005317,753.0355052712525,141.96583497903805,100
historical_tod_mean,1.0421703296703304,1.95257724516897,0.0151449103473298,PeMS7_228,0.2,46,182,multistart_swap_by_validation,0,25,2151,1.7091314295973148,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,100
neighbor_average,2.544871794871794,3.162859674200123,0.0374321790333754,PeMS7_228,0.2,46,182,multistart_swap_by_validation,0,25,2151,1.7091314295973148,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,100
gsp,1.1311695636144463,1.9087537894689572,0.0165771932600411,PeMS7_228,0.2,46,182,multistart_swap_by_validation,0,25,2151,1.7091314295973148,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.41658462911975,97.39083055551104,662.9956973614793,100
gls_map,1.1030993930410014,1.898860687870748,0.0161535517223848,PeMS7_228,0.2,46,182,multistart_swap_by_validation,0,25,2151,1.7091314295973148,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,252.6225684005317,753.0355052712525,141.96583497903805,100
historical_tod_mean,0.9099862637362643,1.8268140634045773,0.0132591025929638,PeMS7_228,0.2,46,182,rcss_selected,0,25,2151,1.503881658894879,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,100
neighbor_average,2.8734432234432243,3.4903521308827843,0.043005384263805,PeMS7_228,0.2,46,182,rcss_selected,0,25,2151,1.503881658894879,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,100
gsp,1.0630675461723578,1.808061531343552,0.0156548097499382,PeMS7_228,0.2,46,182,rcss_selected,0,25,2151,1.503881658894879,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.414712673255238,97.2284388614545,663.0236781744909,100
gls_map,1.09139736775699,1.813910084863652,0.0160990291262926,PeMS7_228,0.2,46,182,rcss_selected,0,25,2151,1.503881658894879,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,295.19993839751453,799.2363312845116,132.27319727201433,100
historical_tod_mean,0.9129945054945062,1.8280918788678029,0.0133024115493696,PeMS7_228,0.2,46,182,validation_swap_selected,0,25,2151,1.487877123022902,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,100
neighbor_average,2.880952380952382,3.472492639042612,0.0431188795494673,PeMS7_228,0.2,46,182,validation_swap_selected,0,25,2151,1.487877123022902,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,100
gsp,1.0835500620305911,1.8148762308958517,0.0159593484007209,PeMS7_228,0.2,46,182,validation_swap_selected,0,25,2151,1.487877123022902,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.4143912861885,97.23032507333431,663.0275707190203,100
gls_map,1.1088777094325013,1.8229551730662013,0.0163590844331016,PeMS7_228,0.2,46,182,validation_swap_selected,0,25,2151,1.487877123022902,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,295.9074108890037,884.4872048505412,132.75433212505797,100
historical_tod_mean,1.0581593406593413,1.9784428539570251,0.015435280853016,PeMS7_228,0.2,46,182,robust_coverage_cvar,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,100
neighbor_average,2.748351648351647,3.3028588645106627,0.0410796403388621,PeMS7_228,0.2,46,182,robust_coverage_cvar,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,,,,100
gsp,1.271320031431259,1.9658499639291531,0.0187568762726929,PeMS7_228,0.2,46,182,robust_coverage_cvar,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,16.420633879918277,97.16333891237058,662.9485638231238,100
gls_map,1.256857903259354,2.002776462235506,0.0185489249033978,PeMS7_228,0.2,46,182,robust_coverage_cvar,0,25,2151,,baseline,baseline,0.0,0.0,0.0,0,random,none,0.0,0.0,True,46,46,0,298.003453056908,1813.7505428719653,139.49741243739584,100
