budget,layout_type,mean,std,count
0.1,validation_swap_selected,3.590056043088187,0.3072595267030528,10
0.1,multistart_swap_by_validation,3.594525269120191,0.3248353991653851,10
0.1,rcss_selected,3.6049820225763867,0.29328596267347157,10
0.1,swap_from_scenario_average,3.6060833523296187,0.30167030141924295,10
0.1,swap_from_best_random_trace,3.614188982667156,0.28140066807907577,10
0.1,swap_from_greedy_a_trace,3.618488979571088,0.3011667312692168,10
0.1,swap_from_scenario_cvar,3.642753707582314,0.274517080693317,10
0.1,greedy_a_trace,3.6859786731065136,0.34343592693915576,10
0.1,best_random_by_validation,3.713109957542167,0.32397787926475097,10
0.1,top_variance,3.730412411309768,0.3412403302997051,10
0.1,robust_coverage_cvar,3.7357101485159547,0.2786812990910196,10
0.1,best_random_by_trace,3.7551446726357027,0.2850110627913955,10
0.1,scenario_average_a_trace,3.7712088509547015,0.3371247192612363,10
0.1,scenario_cvar_a_trace,3.788435444627004,0.3634043910368006,10
0.1,random,3.8331133641113926,0.3262458388220748,500
0.1,coverage,3.917373872743505,0.34293875306004784,10
0.1,qr_pod_modes,3.9769370021338704,0.33589680536345184,10
0.1,observability_proxy,4.0013402743381805,0.3219379858477312,10
0.1,graph_sampling_laplacian,4.132875023482333,0.5062326927518931,10
0.1,degree,4.146553304242128,0.29950659458184203,10
0.1,greedy_d_logdet,4.555444548458214,0.6117382334215894,10
0.2,validation_swap_selected,3.3546878602447188,0.3129411439588169,10
0.2,rcss_selected,3.3934725520316773,0.2901018339665746,10
0.2,multistart_swap_by_validation,3.3969524371911275,0.304817282925018,10
0.2,top_variance,3.4276103978314545,0.33837187463494234,10
0.2,swap_from_best_random_trace,3.4426091311483895,0.30241786860246905,10
0.2,best_random_by_validation,3.449509337549004,0.29091116318520804,10
0.2,swap_from_greedy_a_trace,3.4505423082730147,0.30848823270318587,10
0.2,swap_from_scenario_cvar,3.451704111990467,0.2698368654837596,10
0.2,greedy_a_trace,3.4653892437254585,0.3239980437837868,10
0.2,swap_from_scenario_average,3.470548011450166,0.3028841791842751,10
0.2,robust_coverage_cvar,3.482083019711793,0.24894750565345714,10
0.2,best_random_by_trace,3.504183901453005,0.2794935047222384,10
0.2,scenario_average_a_trace,3.559833809616623,0.2887398063170559,10
0.2,random,3.5745590250246155,0.293597288262792,500
0.2,scenario_cvar_a_trace,3.58460827013777,0.3404286590463964,10
0.2,coverage,3.648157366316462,0.3414809887402534,10
0.2,qr_pod_modes,3.784041895136503,0.3724913130712572,10
0.2,observability_proxy,3.92360735306683,0.330187128783175,10
0.2,graph_sampling_laplacian,3.9917093196681974,0.44477592542205063,10
0.2,degree,4.111081819974354,0.34533498029061777,10
0.2,greedy_d_logdet,4.17823643784053,0.478752066568934,10
0.3,validation_swap_selected,3.084223260135345,0.23967125735089773,10
0.3,rcss_selected,3.1825566631400637,0.2791997465716921,10
0.3,top_variance,3.2003911838311803,0.2916984970325944,10
0.3,multistart_swap_by_validation,3.204222639226476,0.29422096629312705,10
0.3,best_random_by_validation,3.2469433141308306,0.2361876487696415,10
0.3,swap_from_scenario_cvar,3.3000222177686043,0.26576378398240114,10
0.3,robust_coverage_cvar,3.3057205721292098,0.29401384159611466,10
0.3,swap_from_best_random_trace,3.3232898915149676,0.28735300923800744,10
0.3,swap_from_scenario_average,3.3432611935794925,0.27751571807448916,10
0.3,swap_from_greedy_a_trace,3.3493999342733707,0.28245975098676956,10
0.3,greedy_a_trace,3.350642754224144,0.3094282177403338,10
0.3,best_random_by_trace,3.3690691852111683,0.26879036475494744,10
0.3,coverage,3.3778428277326142,0.2990500623411417,10
0.3,scenario_average_a_trace,3.378971724169152,0.29502416965203476,10
0.3,scenario_cvar_a_trace,3.401787337434398,0.2960266648117455,10
0.3,random,3.403730147046807,0.27768465389616764,500
0.3,qr_pod_modes,3.446503462063979,0.31499860838877103,10
0.3,graph_sampling_laplacian,3.804840342294527,0.3902443463193837,10
0.3,greedy_d_logdet,3.879256985852139,0.4357739430418377,10
0.3,observability_proxy,3.8871706038248144,0.3582410837403822,10
0.3,degree,3.976152966643889,0.36083092681266604,10
